ActivitySiteID,ActivityDescription,BookingStartTime,MaxBookees,Number Booked,Price (INR),BookingEndDateTime,Month_Year
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,12,499,2018-04-08 00:00:00,2018-04
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,15,499,2018-04-15 00:00:00,2018-04
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,14,499,2018-04-22 00:00:00,2018-04
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,9,499,2018-04-29 00:00:00,2018-04
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,7,499,2018-05-06 00:00:00,2018-05
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,10,499,2018-05-13 00:00:00,2018-05
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,7,499,2018-05-20 00:00:00,2018-05
HXP,20-20-20  2.45pm-3.45pm,14:45:00,25,3,499,2018-05-27 00:00:00,2018-05
TSC,20-20-20 7.00-8.00pm,19:00:00,24,10,499,2018-04-04 00:00:00,2018-04
TSC,20-20-20 7.00-8.00pm,19:00:00,24,12,499,2018-04-11 00:00:00,2018-04
TSC,20-20-20 7.00-8.00pm,19:00:00,24,9,499,2018-04-18 00:00:00,2018-04
TSC,20-20-20 7.00-8.00pm,19:00:00,24,5,499,2018-04-25 00:00:00,2018-04
TSC,20-20-20 7.00-8.00pm,19:00:00,24,6,499,2018-05-02 00:00:00,2018-05
TSC,20-20-20 7.00-8.00pm,19:00:00,24,5,499,2018-05-09 00:00:00,2018-05
TSC,20-20-20 7.00-8.00pm,19:00:00,24,6,499,2018-05-16 00:00:00,2018-05
TSC,20-20-20 7.00-8.00pm,19:00:00,24,6,499,2018-05-23 00:00:00,2018-05
TSC,20-20-20 7.00-8.00pm,19:00:00,24,7,499,2018-05-30 00:00:00,2018-05
NBL,20-20-20 9.30-10.30am,9:30:00,60,42,499,2018-04-03 00:00:00,2018-04
NBL,20-20-20 9.30-10.30am,9:30:00,60,34,499,2018-04-10 00:00:00,2018-04
NBL,20-20-20 9.30-10.30am,9:30:00,60,37,499,2018-04-17 00:00:00,2018-04
NBL,20-20-20 9.30-10.30am,9:30:00,60,33,499,2018-04-24 00:00:00,2018-04
NBL,20-20-20 9.30-10.30am,9:30:00,60,34,499,2018-05-01 00:00:00,2018-05
NBL,20-20-20 9.30-10.30am,9:30:00,60,28,499,2018-05-08 00:00:00,2018-05
NBL,20-20-20 9.30-10.30am,9:30:00,60,31,499,2018-05-15 00:00:00,2018-05
NBL,20-20-20 9.30-10.30am,9:30:00,60,31,499,2018-05-22 00:00:00,2018-05
NBL,20-20-20 9.30-10.30am,9:30:00,60,30,499,2018-05-29 00:00:00,2018-05
SBP,20-20-20 9.30-10.30am,9:30:00,35,18,499,2018-04-04 00:00:00,2018-04
SBP,20-20-20 9.30-10.30am,9:30:00,35,12,499,2018-04-11 00:00:00,2018-04
SBP,20-20-20 9.30-10.30am,9:30:00,35,14,499,2018-04-18 00:00:00,2018-04
SBP,20-20-20 9.30-10.30am,9:30:00,35,14,499,2018-04-25 00:00:00,2018-04
SBP,20-20-20 9.30-10.30am,9:30:00,35,12,499,2018-05-02 00:00:00,2018-05
SBP,20-20-20 9.30-10.30am,9:30:00,35,13,499,2018-05-09 00:00:00,2018-05
SBP,20-20-20 9.30-10.30am,9:30:00,35,11,499,2018-05-16 00:00:00,2018-05
SBP,20-20-20 9.30-10.30am,9:30:00,35,14,499,2018-05-23 00:00:00,2018-05
SBP,20-20-20 9.30-10.30am,9:30:00,35,7,499,2018-05-30 00:00:00,2018-05
BRP,20:20:20  10-11 Am,10:00:00,35,32,499,2018-04-03 00:00:00,2018-04
BRP,20:20:20  10-11 Am,10:00:00,35,26,499,2018-04-10 00:00:00,2018-04
BRP,20:20:20  10-11 Am,10:00:00,35,24,499,2018-04-17 00:00:00,2018-04
BRP,20:20:20  10-11 Am,10:00:00,35,23,499,2018-04-24 00:00:00,2018-04
BRP,20:20:20  10-11 Am,10:00:00,35,22,499,2018-05-01 00:00:00,2018-05
BRP,20:20:20  10-11 Am,10:00:00,35,30,499,2018-05-08 00:00:00,2018-05
BRP,20:20:20  10-11 Am,10:00:00,35,18,499,2018-05-15 00:00:00,2018-05
BRP,20:20:20  10-11 Am,10:00:00,35,24,499,2018-05-22 00:00:00,2018-05
BRP,20:20:20  10-11 Am,10:00:00,35,28,499,2018-05-29 00:00:00,2018-05
BRP,20:20:20  10.00-11.00am,10:00:00,35,25,499,2018-04-05 00:00:00,2018-04
BRP,20:20:20  10.00-11.00am,10:00:00,35,23,499,2018-04-12 00:00:00,2018-04
BRP,20:20:20  10.00-11.00am,10:00:00,35,21,499,2018-04-19 00:00:00,2018-04
BRP,20:20:20  10.00-11.00am,10:00:00,35,29,499,2018-04-26 00:00:00,2018-04
BRP,20:20:20  10.00-11.00am,10:00:00,35,20,499,2018-05-03 00:00:00,2018-05
BRP,20:20:20  10.00-11.00am,10:00:00,35,24,499,2018-05-10 00:00:00,2018-05
BRP,20:20:20  10.00-11.00am,10:00:00,35,29,499,2018-05-17 00:00:00,2018-05
BRP,20:20:20  10.00-11.00am,10:00:00,35,14,499,2018-05-31 00:00:00,2018-05
HXP,20:20:20  11am -12noon,11:00:00,25,10,499,2018-04-07 00:00:00,2018-04
HXP,20:20:20  11am -12noon,11:00:00,25,10,499,2018-04-14 00:00:00,2018-04
HXP,20:20:20  11am -12noon,11:00:00,25,11,499,2018-04-28 00:00:00,2018-04
HXP,20:20:20  11am -12noon,11:00:00,25,13,499,2018-05-05 00:00:00,2018-05
HXP,20:20:20  11am -12noon,11:00:00,25,16,499,2018-05-12 00:00:00,2018-05
HXP,20:20:20  11am -12noon,11:00:00,25,10,499,2018-05-19 00:00:00,2018-05
HXP,20:20:20  11am -12noon,11:00:00,25,6,499,2018-05-26 00:00:00,2018-05
BRP,20:20:20  9.30-10.30am,9:30:00,35,26,499,2018-04-06 00:00:00,2018-04
BRP,20:20:20  9.30-10.30am,9:30:00,35,20,499,2018-04-13 00:00:00,2018-04
BRP,20:20:20  9.30-10.30am,9:30:00,35,30,499,2018-04-20 00:00:00,2018-04
BRP,20:20:20  9.30-10.30am,9:30:00,35,27,499,2018-04-27 00:00:00,2018-04
BRP,20:20:20  9.30-10.30am,9:30:00,35,33,499,2018-05-04 00:00:00,2018-05
BRP,20:20:20  9.30-10.30am,9:30:00,35,34,499,2018-05-11 00:00:00,2018-05
BRP,20:20:20  9.30-10.30am,9:30:00,35,32,499,2018-05-18 00:00:00,2018-05
BRP,20:20:20  9.30-10.30am,9:30:00,35,29,499,2018-05-25 00:00:00,2018-05
NBL,20:20:20 9.30-10.30am,9:30:00,60,22,499,2018-04-05 00:00:00,2018-04
NBL,20:20:20 9.30-10.30am,9:30:00,60,14,499,2018-04-19 00:00:00,2018-04
NBL,20:20:20 9.30-10.30am,9:30:00,60,14,499,2018-04-26 00:00:00,2018-04
NBL,20:20:20 9.30-10.30am,9:30:00,60,16,499,2018-05-03 00:00:00,2018-05
NBL,20:20:20 9.30-10.30am,9:30:00,60,14,499,2018-05-10 00:00:00,2018-05
NBL,20:20:20 9.30-10.30am,9:30:00,60,14,499,2018-05-17 00:00:00,2018-05
NBL,20:20:20 9.30-10.30am,9:30:00,60,18,499,2018-05-24 00:00:00,2018-05
NBL,20:20:20 9.30-10.30am,9:30:00,60,24,499,2018-05-31 00:00:00,2018-05
SBP,45min Madness 9.15-10am,9:15:00,35,11,1499,2018-04-03 00:00:00,2018-04
SBP,45min Madness 9.15-10am,9:15:00,35,19,1499,2018-04-10 00:00:00,2018-04
SBP,45min Madness 9.15-10am,9:15:00,35,19,1499,2018-04-17 00:00:00,2018-04
SBP,45min Madness 9.15-10am,9:15:00,35,21,1499,2018-04-24 00:00:00,2018-04
SBP,45min Madness 9.15-10am,9:15:00,35,18,1499,2018-05-01 00:00:00,2018-05
SBP,45min Madness 9.15-10am,9:15:00,35,15,1499,2018-05-08 00:00:00,2018-05
SBP,45min Madness 9.15-10am,9:15:00,35,19,1499,2018-05-15 00:00:00,2018-05
SBP,45min Madness 9.15-10am,9:15:00,35,18,1499,2018-05-22 00:00:00,2018-05
SBP,45min Madness 9.15-10am,9:15:00,35,12,1499,2018-05-29 00:00:00,2018-05
SBP,Abs Blast 7.45-8.15am,7:45:00,20,4,999,2018-04-03 00:00:00,2018-04
SBP,Abs Blast 7.45-8.15am,7:45:00,20,1,999,2018-04-10 00:00:00,2018-04
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-04-17 00:00:00,2018-04
SBP,Abs Blast 7.45-8.15am,7:45:00,20,1,999,2018-04-24 00:00:00,2018-04
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-05-01 00:00:00,2018-05
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-05-08 00:00:00,2018-05
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-05-15 00:00:00,2018-05
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-05-22 00:00:00,2018-05
SBP,Abs Blast 7.45-8.15am,7:45:00,20,2,999,2018-05-29 00:00:00,2018-05
BRP,Aerobics,19:30:00,35,24,799,2018-04-03 00:00:00,2018-04
BRP,Aerobics,19:30:00,35,17,799,2018-04-10 00:00:00,2018-04
BRP,Aerobics,19:30:00,35,27,799,2018-04-17 00:00:00,2018-04
BRP,Aerobics,19:30:00,35,21,799,2018-04-24 00:00:00,2018-04
BRP,Aerobics,19:30:00,35,23,799,2018-05-01 00:00:00,2018-05
BRP,Aerobics,19:30:00,35,29,799,2018-05-08 00:00:00,2018-05
BRP,Aerobics,19:30:00,35,23,799,2018-05-15 00:00:00,2018-05
BRP,Aerobics,19:30:00,35,28,799,2018-05-22 00:00:00,2018-05
BRP,Aerobics,19:30:00,35,24,799,2018-05-29 00:00:00,2018-05
SBP,Aerobics,10:00:00,35,30,799,2018-05-18 00:00:00,2018-05
BRP,Aerobics 6.00-7.00pm,18:00:00,35,32,799,2018-04-09 00:00:00,2018-04
BRP,Aerobics 6.00-7.00pm,18:00:00,35,35,799,2018-04-16 00:00:00,2018-04
BRP,Aerobics 6.00-7.00pm,18:00:00,35,32,799,2018-04-23 00:00:00,2018-04
BRP,Aerobics 6.00-7.00pm,18:00:00,35,33,799,2018-04-30 00:00:00,2018-04
BRP,Aerobics 6.00-7.00pm,18:00:00,35,28,799,2018-05-14 00:00:00,2018-05
BRP,Aerobics 6.00-7.00pm,18:00:00,35,31,799,2018-05-21 00:00:00,2018-05
SBP,Aqua Babies 12 -12.30am,12:00:00,10,11,1499,2018-04-16 00:00:00,2018-04
SBP,Aqua Babies 12 -12.30am,12:00:00,10,3,1499,2018-04-23 00:00:00,2018-04
SBP,Aqua Babies 12 -12.30am,12:00:00,10,3,1499,2018-04-30 00:00:00,2018-04
SBP,Aqua Babies 12 -12.30am,12:00:00,10,7,1499,2018-05-14 00:00:00,2018-05
SBP,Aqua Babies 12 -12.30am,12:00:00,10,7,1499,2018-05-21 00:00:00,2018-05
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,6,1499,2018-04-06 00:00:00,2018-04
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,4,1499,2018-04-13 00:00:00,2018-04
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,7,1499,2018-04-20 00:00:00,2018-04
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,5,1499,2018-04-27 00:00:00,2018-04
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,6,1499,2018-05-04 00:00:00,2018-05
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,5,1499,2018-05-11 00:00:00,2018-05
SBP,Aqua Babies 9.30-10.00am,9:30:00,10,10,1499,2018-05-18 00:00:00,2018-05
SBP,Aqua Fit 11.15-12.00,11:15:00,35,33,999,2018-04-09 00:00:00,2018-04
SBP,Aqua Fit 11.15-12.00,11:15:00,35,32,999,2018-04-16 00:00:00,2018-04
SBP,Aqua Fit 11.15-12.00,11:15:00,35,35,999,2018-04-23 00:00:00,2018-04
SBP,Aqua Fit 11.15-12.00,11:15:00,35,31,999,2018-04-30 00:00:00,2018-04
SBP,Aqua Fit 11.15-12.00,11:15:00,35,34,999,2018-05-14 00:00:00,2018-05
SBP,Aqua Fit 11.15-12.00,11:15:00,35,33,999,2018-05-21 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-04-05 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,16,999,2018-04-06 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,19,999,2018-04-12 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,10,999,2018-04-13 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,16,999,2018-04-19 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-04-20 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,16,999,2018-04-26 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,12,999,2018-04-27 00:00:00,2018-04
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-05-03 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-05-04 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-05-10 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,4,999,2018-05-11 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,11,999,2018-05-18 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,13,999,2018-05-24 00:00:00,2018-05
HXP,Aqua Fit 12.15 -13.15,12:15:00,25,14,999,2018-05-25 00:00:00,2018-05
HXP,Aqua Fit 12.15-13.00,12:15:00,25,11,999,2018-04-02 00:00:00,2018-04
HXP,Aqua Fit 12.15-13.00,12:15:00,25,17,999,2018-04-09 00:00:00,2018-04
HXP,Aqua Fit 12.15-13.00,12:15:00,25,17,999,2018-04-16 00:00:00,2018-04
HXP,Aqua Fit 12.15-13.00,12:15:00,25,22,999,2018-04-23 00:00:00,2018-04
HXP,Aqua Fit 12.15-13.00,12:15:00,25,21,999,2018-04-30 00:00:00,2018-04
HXP,Aqua Fit 12.15-13.00,12:15:00,25,6,999,2018-05-07 00:00:00,2018-05
HXP,Aqua Fit 12.15-13.00,12:15:00,25,11,999,2018-05-14 00:00:00,2018-05
HXP,Aqua Fit 12.15-13.00,12:15:00,25,14,999,2018-05-21 00:00:00,2018-05
HXP,Aqua Fit 12.15-13.00,12:15:00,25,7,999,2018-05-28 00:00:00,2018-05
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,24,999,2018-04-04 00:00:00,2018-04
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,32,999,2018-04-11 00:00:00,2018-04
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,29,999,2018-04-18 00:00:00,2018-04
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,25,999,2018-04-25 00:00:00,2018-04
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,28,999,2018-05-02 00:00:00,2018-05
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,27,999,2018-05-09 00:00:00,2018-05
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,16,999,2018-05-16 00:00:00,2018-05
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,20,999,2018-05-23 00:00:00,2018-05
BRP,Aqua Fit 2.45 -3.45pm,14:45:00,35,23,999,2018-05-30 00:00:00,2018-05
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,29,999,2018-04-03 00:00:00,2018-04
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,17,999,2018-04-10 00:00:00,2018-04
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,14,999,2018-04-17 00:00:00,2018-04
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,20,999,2018-04-24 00:00:00,2018-04
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,23,999,2018-05-01 00:00:00,2018-05
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,17,999,2018-05-08 00:00:00,2018-05
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,18,999,2018-05-15 00:00:00,2018-05
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,21,999,2018-05-22 00:00:00,2018-05
SBP,Aqua Fit 3.00-3.50pm,15:00:00,35,23,999,2018-05-29 00:00:00,2018-05
HXP,Aqua Fit 4pm - 5pm,16:00:00,25,20,999,2018-04-22 00:00:00,2018-04
HXP,Aqua Fit 4pm - 5pm,16:00:00,25,13,999,2018-04-29 00:00:00,2018-04
HXP,Aqua Fit 4pm - 5pm,16:00:00,25,10,999,2018-05-13 00:00:00,2018-05
HXP,Aqua Fit 4pm - 5pm,16:00:00,25,5,999,2018-05-20 00:00:00,2018-05
HXP,Aqua Fit 4pm - 5pm,16:00:00,25,11,999,2018-05-27 00:00:00,2018-05
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,2,1499,2018-04-06 00:00:00,2018-04
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,6,1499,2018-04-13 00:00:00,2018-04
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,5,1499,2018-04-20 00:00:00,2018-04
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,9,1499,2018-04-27 00:00:00,2018-04
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,5,1499,2018-05-04 00:00:00,2018-05
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,8,1499,2018-05-11 00:00:00,2018-05
SBP,Aqua Tots & Babies 10.30-,10:30:00,10,4,1499,2018-05-18 00:00:00,2018-05
BRP,Aqua Tots 10 -10.30am,10:00:00,10,9,999,2018-04-07 00:00:00,2018-04
BRP,Aqua Tots 10 -10.30am,10:00:00,10,10,999,2018-04-14 00:00:00,2018-04
BRP,Aqua Tots 10 -10.30am,10:00:00,10,10,999,2018-04-21 00:00:00,2018-04
BRP,Aqua Tots 10 -10.30am,10:00:00,10,10,999,2018-04-28 00:00:00,2018-04
BRP,Aqua Tots 10 -10.30am,10:00:00,10,10,999,2018-05-05 00:00:00,2018-05
BRP,Aqua Tots 10 -10.30am,10:00:00,10,9,999,2018-05-12 00:00:00,2018-05
BRP,Aqua Tots 10 -10.30am,10:00:00,10,10,999,2018-05-19 00:00:00,2018-05
BRP,Aqua Tots 10 -10.30am,10:00:00,10,7,999,2018-05-26 00:00:00,2018-05
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,2,999,2018-04-06 00:00:00,2018-04
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,2,999,2018-04-13 00:00:00,2018-04
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,5,999,2018-04-20 00:00:00,2018-04
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,7,999,2018-04-27 00:00:00,2018-04
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,8,999,2018-05-04 00:00:00,2018-05
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,7,999,2018-05-11 00:00:00,2018-05
SBP,Aqua Tots 10.00-10.30am,10:00:00,10,4,999,2018-05-18 00:00:00,2018-05
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,2,999,2018-04-04 00:00:00,2018-04
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,4,999,2018-04-11 00:00:00,2018-04
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,5,999,2018-04-18 00:00:00,2018-04
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,6,999,2018-04-25 00:00:00,2018-04
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,6,999,2018-05-02 00:00:00,2018-05
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,7,999,2018-05-09 00:00:00,2018-05
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,7,999,2018-05-16 00:00:00,2018-05
BRP,Aqua Tots 11.00-11.30am,11:00:00,10,6,999,2018-05-23 00:00:00,2018-05
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,3,999,2018-04-06 00:00:00,2018-04
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,3,999,2018-04-13 00:00:00,2018-04
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,2,999,2018-04-20 00:00:00,2018-04
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,3,999,2018-04-27 00:00:00,2018-04
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,4,999,2018-05-04 00:00:00,2018-05
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,4,999,2018-05-11 00:00:00,2018-05
SBP,Aqua Tots 9.00-9.30am,9:00:00,10,2,999,2018-05-18 00:00:00,2018-05
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,15,1999,2018-04-06 00:00:00,2018-04
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,12,1999,2018-04-13 00:00:00,2018-04
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,14,1999,2018-04-20 00:00:00,2018-04
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,14,1999,2018-04-27 00:00:00,2018-04
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,14,1999,2018-05-11 00:00:00,2018-05
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,10,1999,2018-05-18 00:00:00,2018-05
TSC,Aqua Zumba  12.00-1.00pm,12:00:00,25,16,1999,2018-05-25 00:00:00,2018-05
BRP,Aquababies 10.00 -10.30am,10:00:00,10,7,1499,2018-04-09 00:00:00,2018-04
BRP,Aquababies 10.00 -10.30am,10:00:00,10,9,1499,2018-04-16 00:00:00,2018-04
BRP,Aquababies 10.00 -10.30am,10:00:00,10,10,1499,2018-04-23 00:00:00,2018-04
BRP,Aquababies 10.00 -10.30am,10:00:00,10,10,1499,2018-04-30 00:00:00,2018-04
BRP,Aquababies 10.00 -10.30am,10:00:00,10,7,1499,2018-05-14 00:00:00,2018-05
BRP,Aquababies 10.00 -10.30am,10:00:00,10,6,1499,2018-05-21 00:00:00,2018-05
BRP,Aquababies 10.30-11.00am,10:30:00,10,6,1499,2018-04-04 00:00:00,2018-04
BRP,Aquababies 10.30-11.00am,10:30:00,10,3,1499,2018-04-11 00:00:00,2018-04
BRP,Aquababies 10.30-11.00am,10:30:00,10,5,1499,2018-04-18 00:00:00,2018-04
BRP,Aquababies 10.30-11.00am,10:30:00,10,8,1499,2018-04-25 00:00:00,2018-04
BRP,Aquababies 10.30-11.00am,10:30:00,10,9,1499,2018-05-02 00:00:00,2018-05
BRP,Aquababies 10.30-11.00am,10:30:00,10,9,1499,2018-05-09 00:00:00,2018-05
BRP,Aquababies 10.30-11.00am,10:30:00,10,9,1499,2018-05-16 00:00:00,2018-05
BRP,Aquababies 10.30-11.00am,10:30:00,10,10,1499,2018-05-23 00:00:00,2018-05
SBP,Aquababies/tots 12-12.30,12:00:00,10,8,1499,2018-04-18 00:00:00,2018-04
SBP,Aquababies/tots 12-12.30,12:00:00,10,8,1499,2018-04-25 00:00:00,2018-04
SBP,Aquababies/tots 12-12.30,12:00:00,10,8,1499,2018-05-02 00:00:00,2018-05
SBP,Aquababies/tots 12-12.30,12:00:00,10,9,1499,2018-05-09 00:00:00,2018-05
SBP,Aquababies/tots 12-12.30,12:00:00,10,7,1499,2018-05-16 00:00:00,2018-05
SBP,Aquababies/tots 12-12.30,12:00:00,10,12,1499,2018-05-23 00:00:00,2018-05
BRP,Aquafit  6.00-7.00pm,18:00:00,35,35,999,2018-04-05 00:00:00,2018-04
BRP,Aquafit  6.00-7.00pm,18:00:00,35,35,999,2018-04-12 00:00:00,2018-04
BRP,Aquafit  6.00-7.00pm,18:00:00,35,34,999,2018-04-19 00:00:00,2018-04
BRP,Aquafit  6.00-7.00pm,18:00:00,35,33,999,2018-04-26 00:00:00,2018-04
BRP,Aquafit  6.00-7.00pm,18:00:00,35,35,999,2018-05-03 00:00:00,2018-05
BRP,Aquafit  6.00-7.00pm,18:00:00,35,35,999,2018-05-10 00:00:00,2018-05
BRP,Aquafit  6.00-7.00pm,18:00:00,35,32,999,2018-05-17 00:00:00,2018-05
BRP,Aquafit  6.00-7.00pm,18:00:00,35,33,999,2018-05-24 00:00:00,2018-05
BRP,Aquafit  6.00-7.00pm,18:00:00,35,27,999,2018-05-31 00:00:00,2018-05
SBP,Aquafit  7.00-8.00pm,19:00:00,6,19,999,2018-04-06 00:00:00,2018-04
SBP,Aquafit  7.00-8.00pm,19:00:00,6,25,999,2018-04-13 00:00:00,2018-04
SBP,Aquafit  7.00-8.00pm,19:00:00,6,26,999,2018-04-20 00:00:00,2018-04
SBP,Aquafit  7.00-8.00pm,19:00:00,6,31,999,2018-04-27 00:00:00,2018-04
SBP,Aquafit  7.00-8.00pm,19:00:00,6,27,999,2018-05-04 00:00:00,2018-05
SBP,Aquafit  7.00-8.00pm,19:00:00,6,29,999,2018-05-11 00:00:00,2018-05
SBP,Aquafit  7.00-8.00pm,19:00:00,6,26,999,2018-05-18 00:00:00,2018-05
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,31,999,2018-04-06 00:00:00,2018-04
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,28,999,2018-04-13 00:00:00,2018-04
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,34,999,2018-04-20 00:00:00,2018-04
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,35,999,2018-04-27 00:00:00,2018-04
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,33,999,2018-05-04 00:00:00,2018-05
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,29,999,2018-05-11 00:00:00,2018-05
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,28,999,2018-05-18 00:00:00,2018-05
BRP,Aquafit 11.00-12.00 Noon,11:00:00,35,33,999,2018-05-25 00:00:00,2018-05
BRP,Aquafit 11am - 12,11:00:00,35,13,999,2018-04-02 00:00:00,2018-04
BRP,Aquafit 11am - 12,11:00:00,35,37,999,2018-04-09 00:00:00,2018-04
BRP,Aquafit 11am - 12,11:00:00,35,35,999,2018-04-16 00:00:00,2018-04
BRP,Aquafit 11am - 12,11:00:00,35,35,999,2018-04-23 00:00:00,2018-04
BRP,Aquafit 11am - 12,11:00:00,35,35,999,2018-04-30 00:00:00,2018-04
BRP,Aquafit 11am - 12,11:00:00,35,27,999,2018-05-07 00:00:00,2018-05
BRP,Aquafit 11am - 12,11:00:00,35,34,999,2018-05-14 00:00:00,2018-05
BRP,Aquafit 11am - 12,11:00:00,35,35,999,2018-05-21 00:00:00,2018-05
BRP,Aquafit 11am - 12,11:00:00,35,30,999,2018-05-28 00:00:00,2018-05
TSC,Aquafit 3.00-3.45pm,15:00:00,25,13,999,2018-04-03 00:00:00,2018-04
TSC,Aquafit 3.00-3.45pm,15:00:00,25,14,999,2018-04-10 00:00:00,2018-04
TSC,Aquafit 3.00-3.45pm,15:00:00,25,11,999,2018-04-17 00:00:00,2018-04
TSC,Aquafit 3.00-3.45pm,15:00:00,25,8,999,2018-04-24 00:00:00,2018-04
TSC,Aquafit 3.00-3.45pm,15:00:00,25,20,999,2018-05-01 00:00:00,2018-05
TSC,Aquafit 3.00-3.45pm,15:00:00,25,14,999,2018-05-08 00:00:00,2018-05
TSC,Aquafit 3.00-3.45pm,15:00:00,25,12,999,2018-05-15 00:00:00,2018-05
TSC,Aquafit 3.00-3.45pm,15:00:00,25,18,999,2018-05-22 00:00:00,2018-05
