Price (INR),Number Booked,predicted_demand
499,12,20.352208936135238
499,15,20.352208936135238
499,14,20.352208936135238
499,9,20.352208936135238
499,7,20.352208936135238
499,10,20.352208936135238
499,7,20.352208936135238
499,3,20.352208936135238
499,10,20.352208936135238
499,12,20.352208936135238
499,9,20.352208936135238
499,5,20.352208936135238
499,6,20.352208936135238
499,5,20.352208936135238
499,6,20.352208936135238
499,6,20.352208936135238
499,7,20.352208936135238
499,42,20.352208936135238
499,34,20.352208936135238
499,37,20.352208936135238
499,33,20.352208936135238
499,34,20.352208936135238
499,28,20.352208936135238
499,31,20.352208936135238
499,31,20.352208936135238
499,30,20.352208936135238
499,18,20.352208936135238
499,12,20.352208936135238
499,14,20.352208936135238
499,14,20.352208936135238
499,12,20.352208936135238
499,13,20.352208936135238
499,11,20.352208936135238
499,14,20.352208936135238
499,7,20.352208936135238
499,32,20.352208936135238
499,26,20.352208936135238
499,24,20.352208936135238
499,23,20.352208936135238
499,22,20.352208936135238
499,30,20.352208936135238
499,18,20.352208936135238
499,24,20.352208936135238
499,28,20.352208936135238
499,25,20.352208936135238
499,23,20.352208936135238
499,21,20.352208936135238
499,29,20.352208936135238
499,20,20.352208936135238
499,24,20.352208936135238
499,29,20.352208936135238
499,14,20.352208936135238
499,10,20.352208936135238
499,10,20.352208936135238
499,11,20.352208936135238
499,13,20.352208936135238
499,16,20.352208936135238
499,10,20.352208936135238
499,6,20.352208936135238
499,26,20.352208936135238
499,20,20.352208936135238
499,30,20.352208936135238
499,27,20.352208936135238
499,33,20.352208936135238
499,34,20.352208936135238
499,32,20.352208936135238
499,29,20.352208936135238
499,22,20.352208936135238
499,14,20.352208936135238
499,14,20.352208936135238
499,16,20.352208936135238
499,14,20.352208936135238
499,14,20.352208936135238
499,18,20.352208936135238
499,24,20.352208936135238
1499,11,14.240986450562245
1499,19,14.240986450562245
1499,19,14.240986450562245
1499,21,14.240986450562245
1499,18,14.240986450562245
1499,15,14.240986450562245
1499,19,14.240986450562245
1499,18,14.240986450562245
1499,12,14.240986450562245
999,4,16.24612934877727
999,1,16.24612934877727
999,2,16.24612934877727
999,1,16.24612934877727
999,2,16.24612934877727
999,2,16.24612934877727
999,2,16.24612934877727
999,2,16.24612934877727
999,2,16.24612934877727
799,24,17.468038920663233
799,17,17.468038920663233
799,27,17.468038920663233
799,21,17.468038920663233
799,23,17.468038920663233
799,29,17.468038920663233
799,23,17.468038920663233
799,28,17.468038920663233
799,24,17.468038920663233
799,30,17.468038920663233
799,32,17.468038920663233
799,35,17.468038920663233
799,32,17.468038920663233
799,33,17.468038920663233
799,28,17.468038920663233
799,31,17.468038920663233
1499,11,14.240986450562245
1499,3,14.240986450562245
1499,3,14.240986450562245
1499,7,14.240986450562245
1499,7,14.240986450562245
1499,6,14.240986450562245
1499,4,14.240986450562245
1499,7,14.240986450562245
1499,5,14.240986450562245
1499,6,14.240986450562245
1499,5,14.240986450562245
1499,10,14.240986450562245
999,33,16.24612934877727
999,32,16.24612934877727
999,35,16.24612934877727
999,31,16.24612934877727
999,34,16.24612934877727
999,33,16.24612934877727
999,13,16.24612934877727
999,16,16.24612934877727
999,19,16.24612934877727
999,10,16.24612934877727
999,16,16.24612934877727
999,13,16.24612934877727
999,16,16.24612934877727
999,12,16.24612934877727
999,13,16.24612934877727
999,13,16.24612934877727
999,13,16.24612934877727
999,4,16.24612934877727
999,11,16.24612934877727
999,13,16.24612934877727
999,14,16.24612934877727
999,11,16.24612934877727
999,17,16.24612934877727
999,17,16.24612934877727
999,22,16.24612934877727
999,21,16.24612934877727
999,6,16.24612934877727
999,11,16.24612934877727
999,14,16.24612934877727
999,7,16.24612934877727
999,24,16.24612934877727
999,32,16.24612934877727
999,29,16.24612934877727
999,25,16.24612934877727
999,28,16.24612934877727
999,27,16.24612934877727
999,16,16.24612934877727
999,20,16.24612934877727
999,23,16.24612934877727
999,29,16.24612934877727
999,17,16.24612934877727
999,14,16.24612934877727
999,20,16.24612934877727
999,23,16.24612934877727
999,17,16.24612934877727
999,18,16.24612934877727
999,21,16.24612934877727
999,23,16.24612934877727
999,20,16.24612934877727
999,13,16.24612934877727
999,10,16.24612934877727
999,5,16.24612934877727
999,11,16.24612934877727
1499,2,14.240986450562245
1499,6,14.240986450562245
1499,5,14.240986450562245
1499,9,14.240986450562245
1499,5,14.240986450562245
1499,8,14.240986450562245
1499,4,14.240986450562245
999,9,16.24612934877727
999,10,16.24612934877727
999,10,16.24612934877727
999,10,16.24612934877727
999,10,16.24612934877727
999,9,16.24612934877727
999,10,16.24612934877727
999,7,16.24612934877727
999,2,16.24612934877727
999,2,16.24612934877727
999,5,16.24612934877727
999,7,16.24612934877727
999,8,16.24612934877727
999,7,16.24612934877727
999,4,16.24612934877727
999,2,16.24612934877727
999,4,16.24612934877727
999,5,16.24612934877727
999,6,16.24612934877727
999,6,16.24612934877727
999,7,16.24612934877727
999,7,16.24612934877727
999,6,16.24612934877727
999,3,16.24612934877727
999,3,16.24612934877727
999,2,16.24612934877727
999,3,16.24612934877727
999,4,16.24612934877727
999,4,16.24612934877727
999,2,16.24612934877727
1999,15,12.970565470969566
1999,12,12.970565470969566
1999,14,12.970565470969566
1999,14,12.970565470969566
1999,14,12.970565470969566
1999,10,12.970565470969566
1999,16,12.970565470969566
1499,7,14.240986450562245
1499,9,14.240986450562245
1499,10,14.240986450562245
1499,10,14.240986450562245
1499,7,14.240986450562245
1499,6,14.240986450562245
1499,6,14.240986450562245
1499,3,14.240986450562245
1499,5,14.240986450562245
1499,8,14.240986450562245
1499,9,14.240986450562245
1499,9,14.240986450562245
1499,9,14.240986450562245
1499,10,14.240986450562245
1499,8,14.240986450562245
1499,8,14.240986450562245
1499,8,14.240986450562245
1499,9,14.240986450562245
1499,7,14.240986450562245
1499,12,14.240986450562245
999,35,16.24612934877727
999,35,16.24612934877727
999,34,16.24612934877727
999,33,16.24612934877727
999,35,16.24612934877727
999,35,16.24612934877727
999,32,16.24612934877727
999,33,16.24612934877727
999,27,16.24612934877727
999,19,16.24612934877727
999,25,16.24612934877727
999,26,16.24612934877727
999,31,16.24612934877727
999,27,16.24612934877727
999,29,16.24612934877727
999,26,16.24612934877727
999,31,16.24612934877727
999,28,16.24612934877727
999,34,16.24612934877727
999,35,16.24612934877727
999,33,16.24612934877727
999,29,16.24612934877727
999,28,16.24612934877727
999,33,16.24612934877727
999,13,16.24612934877727
999,37,16.24612934877727
999,35,16.24612934877727
999,35,16.24612934877727
999,35,16.24612934877727
999,27,16.24612934877727
999,34,16.24612934877727
999,35,16.24612934877727
999,30,16.24612934877727
999,13,16.24612934877727
999,14,16.24612934877727
999,11,16.24612934877727
999,8,16.24612934877727
999,20,16.24612934877727
999,14,16.24612934877727
999,12,16.24612934877727
999,18,16.24612934877727
999,13,16.24612934877727
999,35,16.24612934877727
999,35,16.24612934877727
999,32,16.24612934877727
999,35,16.24612934877727
999,31,16.24612934877727
999,35,16.24612934877727
999,31,16.24612934877727
999,33,16.24612934877727
999,34,16.24612934877727
999,33,16.24612934877727
999,32,16.24612934877727
999,28,16.24612934877727
999,32,16.24612934877727
999,34,16.24612934877727
999,32,16.24612934877727
999,29,16.24612934877727
999,29,16.24612934877727
999,26,16.24612934877727
999,12,16.24612934877727
999,16,16.24612934877727
999,15,16.24612934877727
999,20,16.24612934877727
999,20,16.24612934877727
999,19,16.24612934877727
999,20,16.24612934877727
999,12,16.24612934877727
999,29,16.24612934877727
999,33,16.24612934877727
999,27,16.24612934877727
999,34,16.24612934877727
999,33,16.24612934877727
999,34,16.24612934877727
999,18,16.24612934877727
999,2,16.24612934877727
999,13,16.24612934877727
999,9,16.24612934877727
999,15,16.24612934877727
999,9,16.24612934877727
999,16,16.24612934877727
999,17,16.24612934877727
999,25,16.24612934877727
999,18,16.24612934877727
999,11,16.24612934877727
999,7,16.24612934877727
999,21,16.24612934877727
999,1,16.24612934877727
999,21,16.24612934877727
999,13,16.24612934877727
999,19,16.24612934877727
999,11,16.24612934877727
1499,13,14.240986450562245
1499,18,14.240986450562245
1499,16,14.240986450562245
1499,19,14.240986450562245
1499,18,14.240986450562245
1499,22,14.240986450562245
1499,14,14.240986450562245
1499,18,14.240986450562245
1499,18,14.240986450562245
999,21,16.24612934877727
999,20,16.24612934877727
999,3,16.24612934877727
999,3,16.24612934877727
999,4,16.24612934877727
999,7,16.24612934877727
999,4,16.24612934877727
999,2,16.24612934877727
999,3,16.24612934877727
999,4,16.24612934877727
999,3,16.24612934877727
999,6,16.24612934877727
999,8,16.24612934877727
999,5,16.24612934877727
999,6,16.24612934877727
999,3,16.24612934877727
999,6,16.24612934877727
999,4,16.24612934877727
1499,6,14.240986450562245
1499,2,14.240986450562245
1499,6,14.240986450562245
1499,6,14.240986450562245
1499,4,14.240986450562245
1499,7,14.240986450562245
1499,1,14.240986450562245
1999,1,12.970565470969566
2999,2,11.37031778903906
2999,8,11.37031778903906
2999,8,11.37031778903906
2999,10,11.37031778903906
2999,4,11.37031778903906
2999,6,11.37031778903906
2999,5,11.37031778903906
2999,9,11.37031778903906
2999,15,11.37031778903906
2999,12,11.37031778903906
2999,14,11.37031778903906
2999,14,11.37031778903906
2999,16,11.37031778903906
2999,15,11.37031778903906
2999,10,11.37031778903906
2999,9,11.37031778903906
2999,10,11.37031778903906
2999,16,11.37031778903906
2999,13,11.37031778903906
2999,13,11.37031778903906
2999,9,11.37031778903906
2999,10,11.37031778903906
2999,16,11.37031778903906
2999,22,11.37031778903906
2999,19,11.37031778903906
2999,24,11.37031778903906
2999,23,11.37031778903906
2999,22,11.37031778903906
2999,23,11.37031778903906
2999,21,11.37031778903906
2999,15,11.37031778903906
499,23,20.352208936135238
499,10,20.352208936135238
1499,1,14.240986450562245
1499,2,14.240986450562245
1499,3,14.240986450562245
1499,2,14.240986450562245
1499,2,14.240986450562245
2999,18,11.37031778903906
2999,9,11.37031778903906
2999,10,11.37031778903906
2999,10,11.37031778903906
2999,11,11.37031778903906
2999,9,11.37031778903906
1499,8,14.240986450562245
1499,9,14.240986450562245
1499,6,14.240986450562245
1499,1,14.240986450562245
1499,4,14.240986450562245
1999,16,12.970565470969566
1999,17,12.970565470969566
1999,11,12.970565470969566
1999,14,12.970565470969566
1999,18,12.970565470969566
1999,12,12.970565470969566
1999,13,12.970565470969566
1999,13,12.970565470969566
1999,51,12.970565470969566
1999,18,12.970565470969566
1999,20,12.970565470969566
1999,35,12.970565470969566
1999,24,12.970565470969566
1999,26,12.970565470969566
1999,27,12.970565470969566
1999,26,12.970565470969566
1999,22,12.970565470969566
1999,35,12.970565470969566
1999,35,12.970565470969566
1999,35,12.970565470969566
1999,30,12.970565470969566
1999,32,12.970565470969566
1999,29,12.970565470969566
1999,33,12.970565470969566
1999,28,12.970565470969566
1999,23,12.970565470969566
1999,29,12.970565470969566
1999,29,12.970565470969566
1999,26,12.970565470969566
1999,32,12.970565470969566
1999,35,12.970565470969566
1999,34,12.970565470969566
1999,33,12.970565470969566
1999,31,12.970565470969566
1999,31,12.970565470969566
1999,30,12.970565470969566
1999,32,12.970565470969566
1999,33,12.970565470969566
1999,31,12.970565470969566
1999,26,12.970565470969566
1999,34,12.970565470969566
1999,33,12.970565470969566
1999,33,12.970565470969566
1999,32,12.970565470969566
1999,34,12.970565470969566
1999,22,12.970565470969566
1999,34,12.970565470969566
2499,14,12.063847718001167
2499,24,12.063847718001167
2499,12,12.063847718001167
2499,17,12.063847718001167
2499,18,12.063847718001167
2499,7,12.063847718001167
2499,18,12.063847718001167
2499,11,12.063847718001167
2499,16,12.063847718001167
2499,10,12.063847718001167
2499,13,12.063847718001167
2499,14,12.063847718001167
2499,10,12.063847718001167
2499,15,12.063847718001167
2499,12,12.063847718001167
2499,15,12.063847718001167
2499,10,12.063847718001167
2499,12,12.063847718001167
2499,19,12.063847718001167
2499,16,12.063847718001167
2499,14,12.063847718001167
2499,12,12.063847718001167
2499,9,12.063847718001167
2499,13,12.063847718001167
2499,10,12.063847718001167
2499,15,12.063847718001167
2499,13,12.063847718001167
2499,12,12.063847718001167
2499,10,12.063847718001167
2499,7,12.063847718001167
2499,12,12.063847718001167
2499,14,12.063847718001167
2499,24,12.063847718001167
2499,12,12.063847718001167
2499,20,12.063847718001167
2499,21,12.063847718001167
2499,15,12.063847718001167
2499,10,12.063847718001167
2499,37,12.063847718001167
2499,12,12.063847718001167
2499,6,12.063847718001167
2499,18,12.063847718001167
2499,11,12.063847718001167
2499,12,12.063847718001167
2499,3,12.063847718001167
2499,7,12.063847718001167
2499,7,12.063847718001167
2499,6,12.063847718001167
2499,30,12.063847718001167
2499,33,12.063847718001167
2499,30,12.063847718001167
2499,33,12.063847718001167
2499,29,12.063847718001167
2499,29,12.063847718001167
2499,28,12.063847718001167
2499,18,12.063847718001167
2499,24,12.063847718001167
1499,14,14.240986450562245
1499,15,14.240986450562245
1499,17,14.240986450562245
1499,15,14.240986450562245
1499,14,14.240986450562245
1499,13,14.240986450562245
1499,32,14.240986450562245
1499,28,14.240986450562245
1499,27,14.240986450562245
1499,29,14.240986450562245
1499,22,14.240986450562245
1499,7,14.240986450562245
1499,27,14.240986450562245
1499,23,14.240986450562245
